Work ID,Title,Author,Series,First Publisher,Last Updated By,Thumbnail Picture,Ratings
23597,Autumn Princess,Yumiko Kawahara,"Shojo Comic One-shot
[January 1983]
Notes: Published in Shojo Comic No. 2, 1983",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2015-09-06 22:20:57),,3
51013,Autumn Red,Hiroko Tsujimura,"Me twin one-shot
[1991]
Notes Issue 14, 1991",Morizaru (2017-04-07 19:40:46),Morizaru (2017-04-07 19:40:46),,1
43441,Oops!,Shuji Sakamoto,"YOUNG LEED COMIC
[1986]
Notes: September 1986 issue (first issue)",Morizaru (2016-03-17 22:52:47),Morizaru (2016-03-17 22:52:47),,1
53915,"Oops, Police","Tatsuya Tomimoto
(Tatsuya Shingyoji)","Comic Burger End of serialization
[November 1986 - June 1987]
Notes: First issue (November 25, 1986 issue), June 25, 1987 issue, July 10 issue",Morizaru (2017-07-01 23:48:23),Morizaru (2017-07-01 23:48:23),,1
71892,"Oops, full touch!","Yoshinori Kobayashi
[Illustration]

Ichiro Furutachi
[Story]",Just Comics serialization ended,daisuke (2020-08-31 08:06:57),daisuke (2020-08-31 08:06:57),,2
44921,Odin Sphere Little Fairy Queen,"Hino Tomoyuki
[Illustrator]

Atlas
[Original work]","Monthly Shonen Sirius serialization ended
[May 2016 - January 2018]
Notes July 2016 issue - March 2018 issue",Tofana Water (2016-05-26 21:41:31),daisuke (2023-10-16 20:23:42),,4
77864,Odin's Rose,"Jun Togashi
[Illustrator]

Shinji Wada
[Original Story]",Elegance Eve serialization ended,daisuke (2021-02-25 10:11:15),daisuke (2021-02-25 10:11:15),,4
72833,OH delicious!,Hirafumi,"Manga Home Serialization ended
[January 2009 - August 2011]
Notes Serialization: February 2009 issue - November 2009 issue, One-shot: September 2011 issue",daisuke (2020-09-19 12:15:39),daisuke (2020-09-19 12:15:39),,3
16642,Oh and Uchiyan,Shotaro Ishinomori (Shotaro Ishinomori),Weekly Shonen King serialization ended,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2017-05-21 22:12:11),,4
12648,Oh! The invisible man,Yasuhiro Nakanishi,Monthly Shonen Magazine serialization ended,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2016-12-12 02:20:42),,1
21010,Oh! Invisible Man 21,Yasuhiro Nakanishi,"Super Jump
[January 2002]
Notes: From issue 3 of 2002, from issue 22 of 2003",Mangaseek Editorial Department (2004-01-06 11:18:39),Morizaru (2016-12-12 02:04:40),,3
89707,Haute Couture Telepathy,Mamezo,"Monthly Gangan Joker One-shot
[December 2019]
Notes January 2020 issue",Morizaru (2023-01-20 22:31:05),Morizaru (2023-01-20 22:31:05),,4
23990,Motorcycle Girl,Suzuki Oji,"Garo One-shot
[1973]
Notes March 1973 issue",Mangaseek Editorial Department (2002-12-17 22:59:31),Morizaru (2017-05-06 21:02:45),,1
21361,auto focus,Roppongi Aya,"LaLa DX serialization ended
[March 2001]",Mangaseek Editorial Department (2003-10-16 16:32:31),daisuke (2023-09-03 15:38:43),,1
80549,Automatic Girl,Sumiya,"COMIC Kairakuten One-shot
[July 2020]",Fushimi-an (2021-05-20 23:44:18),Fushimi-an (2021-05-20 23:44:18),,1
20802,Automatic Smile,Mount Fuji,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:15),,1
6240,It's an automatic love...,Fujimura Mari,,Mangaseek Editorial Department (2002-11-16 15:31:03),Masuke (2021-10-01 13:27:57),,5
21389,Automatic Lovers,Misugi Karin,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:00),,1
9087,AT Lady!,Nomura Tsuyoshi (Okano Tsuyoshi),"Weekly Shonen Jump End of serialization
[1988-1990]
Notes: Issue 33, 1988, Issue 52, 1989-Issue 11, 1990",Mangaseek Editorial Department (2003-04-14 15:47:17),Kono (2015-07-20 10:11:45),,1
59054,AUTOMATON,Norihiko Kurazono,"Morning Two serialization ended
[January 2018 - May 2020]
Notes Issue 3, 2018 - Issue 7, 2020",Morizaru (2018-02-25 01:27:21),daisuke (2022-12-24 16:44:48),,4
69982,AUTOMAN,"Nakamura Miryu
[Manga]

Kagiri Yuba
[Original work]",,Masuke (2020-03-07 10:32:37),Masuke (2020-03-07 10:32:37),,2
29105,Audrey,Masako Ogimaru,,Mangaseek Editorial Department (2004-03-27 10:10:46),Kono (2015-07-20 10:13:52),,3
54401,Owner,Kouma Suu,Manga Laugh Room,Morizaru (2017-07-18 00:14:06),Morizaru (2017-07-18 00:14:06),,1
79242,O Minami High School Manga Research Club,Miyoshi Yu,,Fushimi-an (2021-04-16 22:28:24),daisuke (2022-08-03 14:00:29),,3
16643,Ornette Coleman,"Hisano Ikegami

References
Shotaro Ishinomori

(Shotaro Ishinomori)

[Illustration]","FM Recopal one-shot
[April 1977]
Notes: Issue 9, 1977 (April 18th issue)",Mangaseek Editorial Department (2002-11-16 15:31:03),Guest (2016-01-19 19:58:31),,4
9336,OhNO! Teacher,Saya Miyauchi,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2017-07-17 00:14:03),,1
10902,The O clan,Yoko Mihara,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-13 22:42:20),,5
2694,OVER,Tomoko Kuramochi,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:08:54),,5
77974,Over,Hamao,"COMIC Kairakuten One-shot
[February 2021]",Fushimi-an (2021-03-01 12:48:28),Fushimi-an (2021-03-01 12:48:28),,4
78868,Over Image,"Chibimaru (Ikezawa Makoto)

Yusa Masahiro
[Original work]

Santa Mari
[Character design]","Monthly Comic Alive serialization ended
[July 2012 - May 2013]
Notes September 2012 issue - July 2013 issue",Hyakumi (2021-04-06 16:19:25),Hyakumi (2021-04-06 16:20:10),,3
92853,Over Over Over,Your name,"COMIC Kairakuten One-shot
[April 2023]",Fushimi-an (2023-05-04 20:32:57),Fushimi-an (2023-05-04 20:32:57),,5
97229,Overkiller Giko-kun,Saito Naotake,"Shonen Jump+ One-shot
[January 2018]
Notes Released on January 4, 2018",Morizaru (2023-12-03 10:33:07),Morizaru (2023-12-03 10:33:21),,2
96678,Interspecies giant girl sextet!,"Frog
Masterpiece",,daisuke (2023-11-19 11:51:39),daisuke (2023-11-19 11:51:39),,3
81069,OVER THE BLUE,Yellow Bow,"LaLa DX One-shot
[2007]
Notes July 2007 issue",Fushimi-an (2021-06-23 20:22:03),Fushimi-an (2021-06-23 20:22:03),,3
79045,Over the Mountain,Akira Eno,,Fushimi-an (2021-04-11 23:30:54),Fushimi-an (2021-04-11 23:30:54),,2
70867,Over There,Kenshi Hirokane,"Weekly Manga Action [1967-2003] One-shot
[June 1980]
Notes June 19, 1980 issue",Morizaru (2020-05-24 01:26:28),Morizaru (2020-05-24 01:26:28),,1
7186,Overzone,Moritsugu Yahiro,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:09:38),,2
96994,OVER TIME,Yoichi Amano,"Weekly Shonen Jump
[July 2006]
Notes: Issue 33, 2006 (July 31st issue) ~",Morizaru (2023-11-25 21:27:45),Morizaru (2023-11-25 21:27:45),,1
18020,Overdose,Takafumi Shimodaira,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:59),,2
45464,Over Drive [One-shot version],One-shot version,Takeshi Yasuda,,Morizaru (2016-07-03 16:15:44),,1
31959,OverDrive,"Takeshi Yasuda
Masterpiece","Weekly Shonen Magazine serialization ended
[2005-2008]
Notes: Issue 24, 2005 - Issue 24, 2008",Mangaseek Editorial Department (2007-06-16 19:36:12),Morizaru (2016-07-03 16:25:29),,2
59167,Overdrive Spirit,Tomohiro Sonoda,"Weekly Shonen Champion: End of serialization
[May 2006 - August 2006]
Notes: 2006 issue 24 (May 25th issue) - 28 (June 22nd issue), 34 (August 3rd issue) - 36/37 combined issue (August 17th/24th combined issue)",Morizaru (2018-02-28 06:51:14),Morizaru (2018-02-28 06:51:14),,4
45130,Overhang,Prefectural Governor Kimura,"Weekly Shonen Champion End of serialization
[March 2007 - April 2007]
Notes: 2007 issue 16 (March 29th issue/released March 15th) - issue 20 (April 26th issue)",Morizaru (2016-06-07 20:32:22),Morizaru (2018-03-03 07:24:25),,4
90173,Overboost,Takashi Yamano,"Shonen Captain One-shot
[February 1993]
Notes March 1993 issue",daisuke (2023-01-30 10:07:11),daisuke (2023-01-30 10:07:11),,3
32915,#NAME?,Adachi Mitsuru,"Weekly Shonen Sunday serialization ended
[April 2011]
Notes: Irregular serialization: from issue 22-23 of 2011",Kosuke (2014-12-13 16:47:24),Morizaru (2018-08-10 00:17:20),,2
90237,Overbooking Heroine,Yoshie Kato,"Magazine data unknown/unregistered One-shot
[December 2022]
Notes: Young Jump Heroine Issue 3 (released December 26, 2022)",Hyakumi (2023-01-30 19:50:29),Hyakumi (2023-01-30 19:50:29),,4
95909,Oh! Barbra,Yoko Kitajima,"Ribon serialization ended
[August 1969 - February 1970]
Notes September 1969 issue - March 1970 issue",daisuke (2023-10-08 12:30:53),daisuke (2023-10-08 12:30:53),,5
80765,Overflow,Suzu Momotsuki,"COMIC Kairakuten One-shot
[May 2021]",Fushimi-an (2021-06-02 22:41:23),Fushimi-an (2021-06-02 22:41:23),,2
21545,OVERMAN KINGGAINER,"Nakamura Yoshihiro
[Illustrator]

Tomino Yoshiyuki
[Original Story]","Comic Flapper serialization ended
[June 2002]
Notes: From June 2002 issue",Mangaseek Editorial Department (2003-07-31 13:40:00),Yanako (2016-01-27 17:22:04),,1
80887,over-medication,August 1st Cal,,Fushimi-an (2021-06-10 21:39:57),daisuke (2022-07-27 14:47:13),,5
19103,Over Yonder,Yukizo Saku,"Manga Bangaiichi
[June 1999]
Notes June 1999 issue",Mangaseek Editorial Department (2004-08-29 21:55:46),Yanako (2015-12-13 23:11:33),,5
13027,Overlap,Hirokazu Shimada,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:10:52),,4
19835,overrun,Megumi Sasaki,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:32),,4
14530,Overrev!,"Katsumi Yamaguchi
Masterpiece","Weekly Young Sunday [1995-] Serialization ended
[1996]
Notes: From issue 52 of 1996",Mangaseek Editorial Department (2004-03-04 17:16:50),Yanako (2015-11-18 09:27:14),,2
78554,Over Rev! 90's -Sonic Beautiful Girls-,Katsumi Yamaguchi,Currently serialized in Young Champion Retsu,Fushimi-an (2021-03-23 ​​09:09:59),Fushimi-an (2021-03-23 ​​09:31:48),,1
80906,OVERLOAD,Mizuki Morinaga,,Fushimi-an (2021-06-12 21:31:28),Fushimi-an (2021-06-12 21:31:28),,1
40789,Overload,"Miyama Fugin
[Manga]

Maruyama Kugane
[Original Story]

so-bin
[Character Design]",Monthly Comp Ace serialization ended,Masuke (2015-12-21 19:45:52),Morizaru (2019-07-14 01:35:10),,5
61032,Overlord: Oh! of the Immortals,"Juuami
[Manga]

Maruyama Kugane
[Original Story]

so-bin
[Character Design]",Currently serialized in Monthly Comp Ace,Morizaru (2018-06-03 15:02:59),Morizaru (2018-06-03 15:02:59),,2
57867,Ghost,Fujio Akatsuka,"Weekly Shonen Champion One-shot
[August 1973]
Notes: Issue 38, 1973 (September 10th issue)",Morizaru (2018-01-14 17:24:10),Morizaru (2018-01-14 17:24:10),,2
40203,OPUS,Kon Satoshi,,Morizaru (2015-12-05 15:24:48),Morizaru (2015-12-05 15:24:48),,4
8821,OH! PANIC BOY,Sako Sakae,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2018-10-27 12:44:06),,3
54476,OH♥Pantaku BOY,Miyasu Nonki,"Monthly Shonen Jump serialization ended
[April 1999]
Notes: From the special issue of May 1999",Morizaru (2017-07-20 23:20:19),Morizaru (2023-12-20 19:07:47),,5
82298,O♥B,Makoto Hachiya,"Comic Kairakuten one-shot
[March 2010]",Fushimi-an (2021-09-13 21:02:46),Fushimi-an (2021-09-13 21:02:46),,5
22585,Alumni,"Oshima Yasuichi
[Illustrator]

Kobayashi Kazuto
[Original Story]",Weekly Pargolf serialization ends,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2018-01-16 21:37:14),,1
49749,OP.,Hitoshi Tanimura,,Morizaru (2017-02-19 21:32:11),daisuke (2022-09-27 13:46:36),,1
63272,OPI,Suekane Kumiko,"Aoharu ""Weekly Young Jump"" special edition, one-shot story
[November 2010]
Notes Issue 0 2011.01.03",Daydream (2018-10-14 02:07:28),Daydream (2018-10-14 02:07:28),,5
19141,OH! FATHER DJ Series 7,Tomomi Yamashita,"Hana to Yume One-shot
[1991]
Notes Issue 11, 1991",Mangaseek Editorial Department (2003-09-23 02:31:32),Masuke (2015-08-30 20:05:33),,1
50597,Opening,Haruka Aizawa,"Ribon original one-shot
[March 1987]
Notes: Spring 1987 issue (released March 20, 1987)",Morizaru (2017-03-25 18:17:04),daisuke (2022-12-03 11:14:14),,2
19150,OH! BROTHER DJ Series 13,Tomomi Yamashita,"Hana to Yume Planet special edition, one-shot story
[1993]
Notes July 1993 issue",Mangaseek Editorial Department (2004-01-11 15:31:12),Masuke (2015-08-30 21:05:20),,4
4761,Hyenas in the open competition,"Shigeru Tsuchiyama
[Art]

Akira Kamijo
[Original work]","Comic Par Golf serialization ended
[1990]
Notes: July 1990 issue (first issue) ~",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2018-01-16 21:17:31),,3
83365,OPEN THE GIRL,Left side of the river,"COMIC LO One-shot
[May 2016]",Fushimi-an (2021-10-26 15:30:34),Fushimi-an (2021-10-26 15:30:34),,3
12056,Open Sesame,Fusae Ishii,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:10:44),,2
15747,OPEN SESAME,Kaoru Kawakata,"Magazine SPECIAL [1983-] Serialization ended
[August 2000 - April 2008]
Notes Issue 9, 2000 - Issue 5, 2008",Mangaseek Editorial Department (2007-06-18 21:54:24),Tofana Water (2017-01-20 22:25:13),,1
54298,Open Sesame!!,Kaya Uetsuki,"Lovely Friend One-shot
[1981]
Notes November 1981 issue",Morizaru (2017-07-13 23:25:50),Morizaru (2017-07-13 23:25:50),,3
9055,OPEN SESAME,Yuri Nakajima,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:16:16),,4
47529,OPEN MIND,Seimu Yoshizaki,"Morning serialization ended
[2003-2003]
Notes: 2003 issues 18, 31, 38, 40, 44, 48
Bessatsu Morning
Notes: 2004 issues 1 and 2",Yabu (2016-10-13 13:57:24),Yabu (2016-10-13 13:57:24),,3
78150,Open Your Eyes,Seiji Kio,"COMIC Megaplus ""Comic Megastore"" special edition, one-shot

Notes VOL.11",Fushimi-an (2021-03-07 23:55:34),Fushimi-an (2021-03-07 23:55:34),,2
66985,"Oven range, homemade roast chicken",Bunny☆,"Omoide Shokudo Special Edition [A5 Edition] One-shot
[April 2016]
Notes: ""Tokimeki Shinseikatsu Gohan"" (published April 18, 2016/released April 4, 2016)",Morizaru (2019-06-09 15:16:33),Morizaru (2019-06-09 15:16:33),,3
13337,Au Pair Story,Hiromi Tominaga,,Mangaseek Editorial Department (2002-11-16 15:31:03),Yanako (2015-10-14 23:52:14),,5
75686,Auberge Loizobur,Oshimizu Sachi,"G Fantasy serialization ended
[September 2003 - September 2004]
Notes October 2003 issue - October 2004 issue",daisuke (2020-12-28 09:13:09),daisuke (2020-12-28 09:13:09),,1
100449,Oh! Transformation!?,Kazuko Koyano,"Bessatsu Margaret One-shot
[1973]
Notes July 1973 issue",Morizaru (2024-02-24 14:09:58),Morizaru (2024-02-24 14:09:58),,2
34591,Oh Bohemian,Waka Mizuki (Wakako Mizuki),"Ribbon One-shot
[1976]
Notes August 1976 issue",Guest (2015-07-13 14:23:39),Kono (2015-07-20 10:16:28),,5
52557,OH! MY BROTHERS,Moriwaki Masami,"Petit Comic Special Issue [1978-1980] One-shot
[1978]
Notes: Special issue of December 1978",Monaka (2017-05-10 23:21:03),Masuke (2017-05-13 11:40:08),,5
11658,OH! My Angel,Rina Morio,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:10:41),,4
45118,OH MY GOD!,Hiroshi Tanaka,"Young Magazine One-shot
[June 2016]
Notes Issue 27, 2016",Tofana Water (2016-06-06 21:42:19),Tofana Water (2016-06-06 21:42:19),,2
36010,Oh my girl!,HiyoriMi,Currently serialized in Manga Time Jumbo,Morizaru (2015-08-12 21:17:12),Morizaru (2015-08-12 21:17:12),,2
100119,OHMYGOD,Tanada spine,"Currently serialized in Tonari no Young Jump
[December 2023]
Notes: Available from December 8, 2023",Morizaru (2024-02-15 20:38:45),Morizaru (2024-02-15 20:38:45),,4
29689,Oh my God!!,Tetsuya Onishi,Manga Time Original serialization ended,Mangaseek Editorial Department (2004-06-02 09:15:02),Morizaru (2015-08-13 20:58:41),,3
28031,OH! MY GOD ☆ Kota-kun,Ryoko Sekine,"Manga Time Jumbo Serialization ended
[December 2003 - August 2004]
Notes: Serialization has continued since the December 2003 issue",Mangaseek Editorial Department (2004-07-17 13:51:32),Kono (2015-07-20 10:14:50),,2
8655,OH!MY Kombu,"Takahiro Kamiya
[Manga] Representative work

Yasushi Akimoto
[Planning and supervision]",,Mangaseek Editorial Department (2002-11-16 15:31:03),Guest (2016-08-18 14:22:48),,1
12713,OHMYJULIA!,Reiko Nakamoto,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:10:49),,3
1115,0h!my darling,Miwa Ueda,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:08:15),,5
57827,Oh My Pack,Hideo Azuma,"Weekly Shonen Champion End of serialization
[September 1972 - September 1972]
Notes: Issue 40 (September 18th issue) - Issue 42 (October 2nd issue) 1972",Morizaru (2018-01-14 09:15:47),Morizaru (2018-01-14 09:15:47),,2
46816,Oh My Brother,Sawada Yukio,"Weekly Shonen Jump One-shot
[1971]
Notes Issue 17, 1971",Guest (2016-09-18 05:09:21),Guest (2016-09-18 05:09:21),,2
34196,OH! MY BROTHER,Kaenguruma (Watase Nozomi),,Masuke (2015-07-09 13:39:57),Kono (2015-07-09 13:39:57),,2
21393,OH! MY PRECIOUS,Misugi Karin,"Doujinshi
[December 1997]
Notes: Published by M-FACTORY/""In the Middle of a Dream""",Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:06:38),,5
19142,OH! MOTHER DJ Series 8,Tomomi Yamashita,"Hana to Yume One-shot
[1991]
Notes Issue 15, 1991",Mangaseek Editorial Department (2003-09-23 02:30:33),Masuke (2015-08-30 20:09:35),,3
18445,Ohm's Law,Climbing the Three Mountains,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:54),,2
44093,The Omen,Tanabe Setsuo (Tanabe Setsuo) [Illustration],"Monthly Shonen Champion One-shot
[October 1976]
Notes November 1976 issue",Guest (2016-05-01 16:16:51),Guest (2016-05-01 16:16:51),,5
62088,Oh! Super Boss,Mitsutoshi Furuya,"Deluxe Shonen Sunday One-shot
[August 1969]
Notes September 1969 issue",Morizaru (2018-08-11 20:37:40),daisuke (2022-12-02 15:37:26),,1
64452,OH! Yamato Nadeshiko,Yoko Tadatsu,"LaLa One-shot
[1976]
Notes January 1977 issue",Monaka (2019-01-27 08:28:26),Monaka (2019-01-27 08:28:26),,3
20360,OH! Drunkards,Detective Kinoshita,"Manga Action Pizazz Serialization ended
[1991]
Notes: First issue (October 2, 1991 issue) ~",Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:24),,4
58645,All right.,Fumiaki Aoyama,"Weekly Shonen Champion One-shot
[May 1996 - May 1996]
Notes: Issue 26 (June 6th issue), Issue 27 (June 13th issue) 1996",Morizaru (2018-02-02 21:34:18),Morizaru (2018-02-02 21:34:18),,4
73528,All right!,Hashimoto Suzuhira,"Weekly Young Jump Currently serialized
[2020]
Notes: From issue 15 of 2020",Morizaru (2020-10-11 01:05:57),Morizaru (2020-10-11 01:05:57),,4
47465,"All right, all right.",Fujio Ai,Magazine data unknown/unregistered One-shot,Morizaru (2016-10-11 10:58:27),Morizaru (2016-10-11 10:58:27),,1
26230,OH! Love Shaker,Miyuki Aikawa,"The Margaret One-shot
[2002]
Notes February 2002 issue",Mangaseek Editorial Department (2003-05-08 23:03:20),Kono (2015-07-20 10:11:50),,5
85607,Oh! LaLa,Utamaro,"COMIC 0EX ""Comic Megastore"" special edition, one-shot
[August 2009]",Fushimi-an (2022-04-18 18:09:51),Fushimi-an (2022-04-18 18:09:51),,1
743,Ollie ~Love Story~,Board book Kouko,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2017-07-12 19:56:45),,2
4016,OH! Divorced family,Masako Sone,"Nakayoshi special edition, one-shot
[September 1976]
Notes: Special edition of October 1976",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2022-12-15 07:33:43),,3
25360,Blue,Jun Hanyu,,Mangaseek Editorial Department (2003-11-27 15:04:08),Morizaru (2018-09-17 15:34:30),,3
75628,ALL I NEED,Masahiro Itosugi,"Young Animal Arashi [2001.5~] Serialization ended
[2013.5~2014.2]
Notes 2013 No.6~2014 No.3",daisuke (2020-12-25 12:58:26),daisuke (2020-12-25 12:58:26),,1
37801,ALL OUT!!,"Shiori Amase
Masterpiece","Morning Two serialization ended
[November 2012 - November 2019]
Notes Issue 1 of 2013 - Issue 1 of 2020",Masuke (2015-09-15 08:37:09),Guest (2020-04-22 05:17:48),,1
34633,All Aboard,Natsuko Kusuda,,Masuke (2015-07-14 21:00:20),Kono (2015-07-14 21:00:20),,5
90670,All is Fool of Love,Kerorin,,Fushimi-an (2023-02-20 21:49:12),Fushimi-an (2023-02-20 21:49:12),,5
53301,A dropout becomes a teacher,"Yozo Shimizu
[Manga]

Nobuharu Miyamoto
[Original work]","Comic Charge serialization ended
[October 2007]
Notes: Issue 14, 2007 (October 16th issue)",Morizaru (2017-06-01 20:20:17),daisuke (2022-12-11 16:01:43),,1
21714,Always,Nitta Yukatsu,"b-BOY Zips
[May 2000]
Notes Vol.20《Newlyweds Special》",Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:06:50),,2
64978,"Yakitori from ""ALWAYS Sunset on Third Street""",Yasuko Fukumaru,"Solo Meals: Omoide Shokudo Special Edition One-shot
[May 2017]
Notes No.12 Yakitori tonight (Published May 29, 2017/Released May 15, 2017)",Morizaru (2019-03-03 11:40:21),Morizaru (2019-03-03 11:40:21),,3
30412,All Over,Goto Hayako,Namaiki! Serialization ended,Mangaseek Editorial Department (2004-05-14 15:56:18),Kono (2015-07-20 10:14:31),,1
71026,All or Nothing,Yuto,,Masuke (2020-06-06 13:24:21),Masuke (2020-06-06 13:24:21),,3
27077,ALL OR NOTHING,Roppongi Aya,"SERIE Mystery
[October 1996]
Notes October 1996 issue",Mangaseek Editorial Department (2003-06-26 16:34:50),Kono (2015-07-20 10:11:58),,5
26021,All That Ultra Science Manga,Yutaka Yoneda,,Mangaseek Editorial Department (2003-05-02 02:00:29),Kono (2015-07-20 10:11:48),,4
48506,All That Gag,Takashi Shiina,"Weekly Shonen Sunday One-shot
[September 1989]
Notes: Issue 43, 1989 (October 11th issue)",Morizaru (2016-12-14 23:30:13),Morizaru (2016-12-14 23:30:13),,3
8835,All That You,Yu Sato,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:09:50),,1
95427,All the Marbles!,Izu Toru,,Morizaru (2023-08-15 15:10:49),Morizaru (2023-08-15 15:10:49),,4
3887,All Star Project,Nobutamaki (Wild Beast),"WINGS serialization ended
[March 1989 - March 1991]
Notes May 1989 issue - May 1991 issue",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2018-10-14 19:52:41),,2
94298,All's right with the world,Akira Takase,"Morning One-shot
[August 2017]
Notes 2017 Issue 38 (released August 17th)
D Morning One-shot
[August 2017]
Notes 2017 Issue 38 (released August 17th)",Morizaru (2023-07-04 19:10:27),Morizaru (2023-07-04 19:10:27),,2
89480,All Days,"Naoya Ito
[Illustrator]

Haku Shiga
[Original Story]","Monthly Gangan Joker One-shot
[May 2015]
Notes June 2015 issue",Morizaru (2023-01-18 00:53:53),Morizaru (2023-01-18 00:53:53),,2
20763,Old Western Mama,Naoki Urasawa,"Magazine data unknown/unregistered One-shot
[1984]",Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-10-04 21:12:25),,2
65608,Old Sweet Song,Tokunaga Mei,"Petit Flower One-shot
[1983]
Notes July 1983 issue",Morizaru (2019-03-21 10:26:04),Morizaru (2019-03-21 10:26:04),,5
53573,Old Technica,Tottori Sand Dunes,"Morning Two Serialization in progress
[June 2017]
Notes: From issue 8 of 2017",Tofana Water (2017-06-22 22:10:12),Morizaru (2018-02-25 04:05:44),,2
12554,Old Fashioned Love Songs,Kaori Takesaka,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:10:48),,1
23284,Old Boy,"Nobuaki Minegishi
[Illustrator]
Garon Tsuchiya
(Marei Karuno)
[Original Story]",,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2017-11-23 03:43:55),,5
95885,Old Yokohama Radio Hour,Aota Mei,"Manga Time Kirara Forward Serialization in progress
[September 2023]
Notes November 2023 issue (on sale September 22nd) ~",Hyakumi (2023-10-06 18:02:02),Hyakumi (2023-10-06 18:02:02),,2
17122,All Night Live,Suzuki Miso,Comic Beam [1995],Mangaseek Editorial Department (2003-05-19 16:32:26),Masuke (2017-10-30 07:43:42),,2
90753,All Night Long,John K. Peita,"COMIC Megaplus ""Comic Megastore"" special edition, one-shot

Notes Vol.38",Morizaru (2023-02-23 22:20:55),Morizaru (2023-02-23 22:20:55),,1
7397,ALL NIGHT LONG,Morizono Milk,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:09:40),,3
97026,All for you!,Yu Kadono,,Morizaru (2023-11-26 13:03:51),Morizaru (2023-11-26 13:03:51),,2
97033,All for you! [Extra Edition],Extra edition,Yu Kadono,,Morizaru (2023-11-26 13:16:46),,2
100681,All Free!! Open Weight Challenge Girls Main Story,Terubou Aono,"Web Action Serialization Ended
[May 2021 - August 2022]
Notes Published from May 7, 2021 to August 12, 2022",Morizaru (2024-03-01 21:09:48),Morizaru (2024-03-01 21:09:48),,4
100682,All Free! Absolutely! Open Weight Challenge Women's Story,Terubou Aono,"Web Action Serialization ended
[April 2020 - February 2021]
Notes Published from April 3, 2020 to February 5, 2021",Morizaru (2024-03-01 21:12:20),Morizaru (2024-03-01 21:14:23),,3
63874,ALMIGHTY x 10,Aqua City,,Guest (2018-12-05 15:37:59),Guest (2018-12-05 15:37:59),,2
41702,The Allman Brothers,Saito Takao [Illustration],"FM Recopal one-shot
[July 1975]
Notes: Issue 16, 1975 (July 28th issue)",Guest (2016-01-19 22:02:48),Guest (2016-01-19 22:02:48),,5
43026,All You Need Is Kill,"Obata Takeshi
[Art]

Sakurazaka Hiroshi
[Original Story]

Takeuchi Ryosuke
[Composition]

Abe Yoshitoshi
[Character Design]","Weekly Young Jump serialization ended
[January 2014 - May 2014]
Notes: 2014 issue 6/7 combined (released January 9th) - issue 26 (released May 29th)",Masuke (2016-03-01 22:12:38),Masuke (2016-03-01 22:12:38),,2
22352,ALL YOU NEED IS LOVE,Tetsuo Hiroi,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:06:34),,1
